Mir3597-1	NR_037350	2	-	180292999	180293107	180293107	180293107	1	180292999,	180293107,
Mir9-1	NR_031811	2	+	180293008	180293097	180293097	180293097	1	180293008,	180293097,
Rhbg	NM_183054	2	-	180320786	180333050	180321055	180333020	10	180320786,180321273,180322352,180322925,180323190,180323574,180325284,180325537,180326149,180332842,	180321124,180321347,180322474,180323059,180323328,180323741,180325432,180325688,180326336,180333050,
RGD1304953	NM_001108556	2	-	180371101	180380656	180371108	180379231	4	180371101,180373900,180379194,180380594,	180371326,180374023,180379254,180380656,
Cct3	NM_199091	2	+	180381043	180434152	180381062	180433936	14	180381043,180383112,180384637,180384765,180387488,180389443,180421700,180424659,180425648,180425955,180430657,180432801,180433391,180433831,	180381093,180383174,180384688,180384828,180387585,180389561,180421887,180424809,180425781,180426037,180430838,180433047,180433523,180434152,
RGD1303130	NM_001004226	2	+	180438069	180441660	180438095	180441330	6	180438069,180438690,180439126,180439410,180440807,180441164,	180438215,180438945,180439324,180439629,180441064,180441660,
Tmem79	NM_001033896	2	-	180442063	180446842	180442736	180446033	4	180442063,180444847,180445285,180446771,	180442950,180445061,180446175,180446842,
Paqr6	NM_001191077	2	+	180478308	180481707	180478767	180481707	8	180478308,180478742,180479422,180479631,180479909,180480661,180480977,180481432,	180478346,180478818,180479550,180479834,180480036,180480758,180481128,180481707,
Bglap	NM_013414	2	-	180482312	180483290	180482450	180483241	4	180482312,180482783,180482996,180483177,	180482583,180482853,180483029,180483290,
Pmf1	NM_001191568	2	-	180492379	180511936	180492379	180511936	5	180492379,180493730,180496860,180497652,180511784,	180492433,180493926,180496961,180497758,180511936,
Slc25a44	NM_001108947	2	-	180512110	180526810	180514437	180526473	4	180512110,180517763,180522270,180526417,	180514629,180517891,180522908,180526810,
Sema4a	NM_001012078	2	-	180552405	180570359	180553048	180569485	15	180552405,180554203,180554548,180554807,180555850,180562920,180564367,180564665,180565169,180565999,180566326,180566652,180567489,180569346,180570217,	180553641,180554301,180554706,180554926,180556031,180563071,180564540,180564790,180565286,180566105,180566425,180566715,180567650,180569514,180570359,
Lmna	NM_001002016	2	-	180595723	180616354	180596951	180616187	12	180595723,180596907,180597881,180598355,180598573,180599181,180599492,180600670,180600957,180601318,180602505,180615831,	180596658,180597174,180597977,180598475,180598681,180599404,180599713,180600796,180601128,180601444,180602662,180616354,
Rab25	NM_001107687	2	-	180657124	180663222	180657337	180662995	5	180657124,180657788,180658395,180660267,180662952,	180657465,180657869,180658589,180660463,180663222,
Lamtor2	NM_001106441	2	-	180665353	180668729	180665473	180668653	4	180665353,180666234,180668125,180668585,	180665530,180666324,180668288,180668729,
Ubqln4	NM_001107688	2	+	180669524	180684724	180669616	180683346	11	180669524,180671152,180671634,180672278,180675101,180678405,180679631,180680330,180680487,180680958,180683193,	180669724,180671304,180671834,180672541,180675260,180678631,180679771,180680414,180680603,180681145,180684724,
Ssr2	NM_001106442	2	+	180705120	180713872	180705407	180713463	6	180705120,180705407,180706370,180709391,180712185,180713352,	180705198,180705562,180706469,180709500,180712263,180713872,
Arhgef2	NM_001012079	2	+	180748312	180775656	180748395	180774509	22	180748312,180756945,180759037,180759368,180759967,180760314,180760556,180761513,180762055,180762662,180762925,180765370,180766406,180767790,180769812,180770286,180770500,180770699,180770928,180771164,180773545,180774435,	180748458,180757090,180759105,180759432,180760097,180760424,180760703,180761764,180762181,180762780,180763174,180765447,180766576,180767858,180770013,180770400,180770568,180770735,180770979,180771608,180773729,180775656,
Rit1	NM_001109185	2	+	180846682	180859135	180846939	180858774	5	180846682,180846935,180855603,180855889,180858543,	180846829,180847021,180855677,180856081,180859135,
Syt11	NM_031667	2	-	180874372	180897792	180874665	180897591	4	180874372,180875926,180887418,180897557,	180874976,180876047,180888242,180897792,
Gon4l	NM_001024797	2	+	180899343	180974537	180900963	180973837	33	180899343,180900806,180910178,180920832,180921654,180921880,180922458,180923158,180924368,180924860,180930291,180935587,180936491,180941916,180946175,180950392,180951008,180953043,180954247,180955941,180958128,180958486,180961988,180962802,180963860,180965613,180967358,180967582,180969786,180971860,180972496,180973197,180973687,	180899451,180901465,180910370,180921026,180921729,180921931,180922509,180923257,180924488,180925031,180930484,180935689,180936532,180941940,180946279,180950591,180951095,180953212,180954392,180956092,180958245,180960229,180962244,180962987,180964058,180965757,180967502,180967702,180969897,180972071,180973115,180973300,180974537,
Msto1	NM_001106443	2	-	180973845	180978117	180974110	180978072	14	180973845,180974561,180974747,180975058,180975315,180975744,180975993,180976237,180976502,180976710,180977053,180977231,180977761,180977988,	180974325,180974671,180974852,180975243,180975447,180975897,180976128,180976355,180976590,180976765,180977129,180977301,180977897,180978117,
Dap3	NM_001011950	2	-	180987241	181014360	180987596	181014051	13	180987241,180989021,180990686,180991494,180992921,180993159,180994152,180995779,180996173,180998323,181000811,181007288,181014048,	180987682,180989139,180990776,180991554,180993080,180993240,180994283,180995872,180996282,180998425,181000916,181007342,181014360,
Ash1l	NM_001107689	2	+	181015193	181151274	181030923	181149538	25	181015193,181030824,181043370,181062838,181070116,181088646,181092051,181101514,181110111,181110488,181122001,181123195,181123525,181126628,181130273,181138289,181139367,181140963,181142312,181142569,181145554,181147484,181148577,181149446,181149824,	181015351,181031340,181047928,181062940,181070852,181088826,181092146,181101623,181110318,181110635,181122110,181123360,181123620,181126783,181130426,181138540,181139454,181141054,181142451,181142742,181145721,181147525,181148879,181149774,181151274,
Fdps	NM_031840	2	-	181168901	181177903	181168901	181176730	7	181168901,181169657,181170176,181170334,181174346,181176589,181177768,	181169037,181169735,181170249,181170627,181174487,181176752,181177903,
Pklr	NM_012624	2	+	181214852	181223505	181214867	181222230	11	181214852,181215458,181217606,181217839,181218105,181218608,181218991,181219354,181219600,181221265,181222123,	181214874,181215641,181217698,181217971,181218292,181218879,181219142,181219507,181219767,181221447,181223505,
Hcn3	NM_053685	2	-	181224321	181237190	181224321	181237190	8	181224321,181225413,181226731,181227334,181227772,181228389,181229918,181236915,	181225025,181225578,181226972,181227481,181227991,181228551,181230348,181237190,
Clk2	NM_001014254	2	+	181249543	181257364	181249543	181257023	11	181249543,181250422,181250858,181251197,181253886,181254673,181255420,181255643,181255869,181256128,181256837,	181249759,181250510,181250925,181251314,181254053,181254768,181255550,181255726,181255949,181256219,181257364,
Mir3541	NR_037315	2	+	181255558	181255662	181255662	181255662	1	181255558,	181255662,
Scamp3	NM_031724	2	+	181257916	181263702	181258025	181263383	9	181257916,181258426,181259665,181259874,181261071,181261574,181262347,181262848,181263236,	181258091,181258504,181259797,181259995,181261200,181261734,181262449,181262966,181263702,
Fam189b	NM_001107690	2	+	181264183	181270006	181264669	181269446	12	181264183,181265103,181265352,181265569,181265824,181266382,181266665,181267497,181267772,181268780,181268927,181269272,	181264893,181265161,181265463,181265689,181265932,181266555,181266765,181267567,181268318,181268849,181269181,181270006,
Mtx1	NM_001100667	2	-	181379689	181381406	181379689	181381374	3	181379689,181379886,181380858,	181379769,181379956,181381406,
Mir92b	NR_032298	2	-	181395425	181395508	181395508	181395508	1	181395425,	181395508,
Muc1	NM_012602	2	+	181399481	181403640	181399481	181403360	7	181399481,181400892,181401260,181401454,181401698,181401896,181403285,	181400546,181401161,181401313,181401588,181401820,181402046,181403640,
Trim46	NM_001107691	2	-	181404409	181417003	181405476	181416976	9	181404409,181407616,181408957,181409295,181413368,181413572,181414849,181415409,181416913,	181405512,181407981,181409079,181409549,181413464,181413716,181415193,181415671,181417003,
Krtcap2	NM_001106444	2	+	181417283	181421280	181418052	181421024	5	181417283,181417990,181418289,181420267,181420903,	181417799,181418145,181418353,181420334,181421280,
Dpm3	NM_001109331	2	+	181439450	181439966	181439627	181439906	2	181439450,181439622,	181439500,181439966,
Slc50a1	NM_001106445	2	-	181440904	181443285	181441145	181443187	6	181440904,181441325,181441667,181442543,181442775,181443107,	181441247,181441445,181441829,181442667,181442853,181443285,
Efna1	NM_053599	2	-	181444598	181451944	181445372	181451882	5	181444598,181445649,181445808,181448516,181451790,	181445485,181445700,181445874,181448812,181451944,
Efna4	NM_001107692	2	-	181521269	181525521	181521792	181525460	4	181521269,181522271,181522687,181525347,	181521929,181522340,181522983,181525521,
Adam15	NM_020308	2	-	181527174	181537640	181527441	181537556	21	181527174,181527587,181529045,181529481,181529841,181530507,181530785,181531069,181531532,181531807,181532087,181532682,181532885,181533133,181533292,181534243,181534524,181534987,181535462,181536131,181537477,	181527484,181527712,181529115,181529620,181529914,181530585,181530981,181531374,181531625,181531982,181532236,181532767,181533055,181533202,181533358,181534436,181534601,181535066,181535539,181536241,181537640,
Zbtb7b	NM_001106446	2	-	181576164	181578156	181576407	181578057	2	181576164,181577242,	181576873,181578156,
Flad1	NM_001110138	2	-	181598067	181607537	181599245	181606925	8	181598067,181599468,181601757,181602030,181603025,181603821,181606844,181607479,	181599381,181599542,181601947,181602129,181603173,181604566,181607075,181607537,
Lenep	NM_053614	2	-	181598077	181598744	181598541	181598727	2	181598077,181598487,	181598400,181598744,
Cks1b	NM_001135749	2	-	181611638	181616222	181612976	181616186	3	181611638,181613593,181616127,	181613029,181613721,181616222,
Shc1	NM_053517	2	+	181616580	181628144	181619974	181626551	13	181616580,181619971,181620698,181621253,181621446,181621942,181622281,181622496,181624398,181624673,181624823,181625094,181626422,	181616682,181620139,181620769,181621317,181621566,181621996,181622333,181622623,181624585,181624743,181624955,181625333,181628144,
Shc1	NM_001164060	2	+	181619436	181628144	181619644	181626551	12	181619436,181620698,181621253,181621446,181621942,181622281,181622496,181624398,181624673,181624823,181625094,181626422,	181620139,181620769,181621317,181621566,181621996,181622333,181622623,181624585,181624743,181624955,181625333,181628144,
Pygo2	NM_001106447	2	+	181628692	181633360	181628746	181631795	3	181628692,181629245,181630730,	181628849,181629295,181633360,
Pbxip1	NM_001100976	2	+	181637863	181647769	181637898	181646996	10	181637863,181641695,181642015,181642150,181643767,181644081,181644338,181644510,181645280,181646902,	181637949,181641822,181642083,181642313,181643992,181644105,181644409,181644639,181646497,181647769,
Pmvk	NM_001008352	2	+	181655657	181665214	181655705	181664872	5	181655657,181657977,181660272,181663341,181664729,	181655800,181658041,181660425,181663471,181665214,
Kcnn3	NM_019315	2	+	181715893	181860459	181716182	181860438	8	181715893,181758689,181803521,181838359,181844899,181854233,181855542,181860141,	181717115,181758785,181803940,181838501,181845010,181854361,181855612,181860459,
Adar	NM_031006	2	+	181935245	181956039	181935264	181955978	15	181935245,181939279,181943192,181944524,181945159,181945424,181950382,181950822,181951546,181952157,181952529,181954450,181955028,181955426,181955731,	181935292,181940702,181943376,181944673,181945298,181945609,181950608,181950994,181951640,181952280,181952663,181954633,181955141,181955554,181956039,
Chrnb2	NM_019297	2	-	181961372	181969581	181961878	181969399	6	181961372,181965704,181967412,181967994,181968211,181969338,	181962049,181966674,181967522,181968039,181968357,181969581,
Ube2q1	NM_001106448	2	+	181978841	181987913	181978930	181987463	13	181978841,181981397,181981829,181982544,181984666,181984992,181985667,181985918,181986121,181986278,181986600,181986968,181987431,	181979257,181981502,181981934,181982595,181984807,181985077,181985728,181986009,181986180,181986327,181986696,181987035,181987913,
Il6r	NM_017020	2	-	182078048	182128135	182081169	182128116	10	182078048,182086206,182087247,182088286,182098783,182099407,182099882,182102045,182103081,182128031,	182081401,182086306,182087317,182088333,182098925,182099574,182100067,182102169,182103318,182128135,
Atp8b2	NM_001024798	2	-	182236652	182274323	182236652	182269708	17	182236652,182237402,182239227,182239570,182242288,182247033,182248742,182250574,182253607,182256592,182257152,182261511,182261987,182265377,182266784,182269618,182274231,	182236709,182237592,182239400,182239848,182242487,182247205,182248828,182250627,182253667,182256705,182257198,182261607,182262156,182265488,182266862,182269748,182274323,
LOC361985	NM_001014174	2	+	182274695	182287565	182274868	182286890	6	182274695,182275307,182279957,182282766,182283024,182286694,	182274934,182275409,182280075,182282933,182283083,182287565,
RGD1564171	NM_001109186	2	+	182287918	182290953	182287974	182290679	4	182287918,182288328,182289460,182290577,	182288007,182288369,182289590,182290953,
Mir190b	NR_032268	2	+	182295089	182295167	182295167	182295167	1	182295089,	182295167,
Tpm3	NM_173111	2	+	182303993	182324984	182304053	182324031	8	182303993,182310733,182311688,182311899,182312608,182313952,182314160,182323948,	182304185,182310867,182311806,182311970,182312684,182314015,182314230,182324984,
Tpm3	NM_057208	2	+	182304035	182323189	182304053	182322873	8	182304035,182310733,182311688,182311899,182313245,182313952,182314160,182322793,	182304185,182310867,182311806,182311970,182313321,182314015,182314230,182323189,
Nup210l	NM_001191900	2	+	182328292	182450883	182328292	182450883	40	182328292,182330369,182338175,182341412,182342622,182345076,182346358,182350737,182353720,182355455,182357103,182357892,182363358,182370175,182373472,182383197,182399248,182400375,182401135,182401685,182406597,182408629,182409956,182413026,182414191,182415657,182416234,182422680,182423265,182426779,182428587,182430333,182436243,182437702,182440262,182442009,182446506,182449430,182450626,182450782,	182328483,182330506,182338307,182341506,182342773,182345209,182346517,182350806,182353827,182355596,182357241,182358048,182363557,182370321,182373694,182383371,182399441,182400464,182401240,182401787,182406726,182408757,182410089,182413089,182414371,182415738,182416366,182422839,182423357,182426954,182428763,182430551,182436380,182437826,182440412,182442257,182446708,182449535,182450701,182450883,
Rps27	NM_053597	2	-	182451528	182452634	182451583	182452601	4	182451528,182451927,182452178,182452595,	182451612,182452038,182452287,182452634,
Rab13	NM_031092	2	+	182460997	182465393	182461082	182465330	8	182460997,182462351,182463644,182463921,182464445,182464618,182464764,182465252,	182461206,182462412,182463705,182463999,182464535,182464684,182464818,182465393,
Jtb	NM_019213	2	+	182471060	182476268	182471332	182475977	5	182471060,182471570,182471819,182472689,182475815,	182471415,182471608,182471902,182472769,182476268,
Creb3l4	NM_001007093	2	-	182477246	182482238	182477246	182482238	9	182477246,182477571,182477846,182478012,182478172,182478410,182481338,182481619,182482136,	182477440,182477668,182477931,182478081,182478279,182478503,182481460,182481854,182482238,
Slc39a1	NM_001134577	2	+	182490500	182496068	182491268	182494708	4	182490500,182491237,182491597,182494051,	182490545,182491455,182491728,182496068,
Crtc2	NM_001033895	2	+	182496761	182506348	182496761	182506348	14	182496761,182499789,182499964,182501092,182501786,182502021,182502215,182502399,182502587,182502756,182503353,182505092,182505816,182506127,	182496914,182499891,182500081,182501154,182501855,182502125,182502245,182502464,182502637,182503001,182503760,182505357,182506003,182506348,
Gatad2b	NM_001024888	2	+	182537124	182615717	182597258	182615346	11	182537124,182597257,182604172,182604938,182606024,182608124,182609017,182611959,182613435,182613685,182615212,	182537322,182597593,182604302,182605070,182606156,182608295,182609333,182612162,182613546,182613803,182615717,
Slc27a3	NM_001106439	2	-	182643983	182648652	182644104	182648503	10	182643983,182644921,182645143,182645446,182645761,182645959,182646374,182647042,182647408,182647884,	182644281,182645052,182645241,182645645,182645852,182646154,182646499,182647201,182647618,182648652,
Npr1	NM_012613	2	-	182724915	182740242	182725439	182739872	22	182724915,182725626,182728622,182728893,182729549,182729745,182730034,182731036,182731447,182732075,182732329,182732641,182733045,182733333,182733960,182735300,182735582,182736437,182736828,182737391,182738116,182739163,	182725502,182725718,182728721,182729068,182729618,182729869,182730181,182731205,182731603,182732232,182732401,182732746,182733123,182733408,182734081,182735385,182735718,182736529,182736964,182737505,182738316,182740242,
Ilf2	NM_001047886	2	+	182741738	182761593	182742925	182761593	15	182741738,182742924,182743571,182743761,182744414,182751366,182755269,182756085,182758493,182759471,182760024,182760847,182760979,182761200,182761432,	182741787,182742997,182743664,182743951,182744487,182751409,182755374,182756188,182758610,182759550,182760112,182760909,182761094,182761291,182761593,
Snapap	NM_001025648	2	-	182762313	182764481	182763406	182764210	2	182762313,182764063,	182763508,182764481,
Snapap	NM_001170576	2	-	182762313	182764894	182763406	182764868	4	182762313,182764063,182764444,182764725,	182763508,182764182,182764491,182764894,
LOC361990	NM_001014175	2	-	182772001	182783476	182773938	182781690	5	182772001,182777177,182780171,182781625,182783215,	182774144,182777361,182780325,182781707,182783476,
S100a1	NM_001007636	2	-	182784817	182787370	182784817	182787370	2	182784817,182787229,	182784961,182787370,
S100a13	NM_001191607	2	+	182790172	182796668	182791108	182796577	3	182790172,182791070,182796433,	182790230,182791261,182796668,
S100a16	NM_001108557	2	+	182807563	182813276	182812160	182812704	3	182807563,182812134,182812485,	182807606,182812313,182813276,
S100a3	NM_053681	2	+	182881053	182883821	182882789	182883504	3	182881053,182882784,182883339,	182881094,182882930,182883821,
S100a4	NM_012618	2	+	182885069	182887380	182886287	182887252	3	182885069,182886272,182887087,	182885106,182886428,182887380,
S100a5	NM_001106438	2	+	182891663	182893671	182891695	182893540	2	182891663,182893396,	182891833,182893671,
S100a6	NM_053485	2	+	182895079	182896305	182895651	182896212	3	182895079,182895630,182896080,	182895097,182895789,182896305,
S100a7a	NM_001109471	2	+	182946272	182950714	182947512	182950635	3	182946272,182947442,182950458,	182946377,182947662,182950714,
S100a8	NM_053822	2	+	182961995	182962515	182962018	182962451	2	182961995,182962322,	182962159,182962515,
S100a9	NM_053587	2	-	182985465	182988147	182985587	182987788	3	182985465,182987635,182988133,	182985776,182987797,182988147,
Pglyrp4	NM_001191708	2	+	183015944	183038181	183015944	183038181	8	183015944,183016860,183017580,183019106,183021259,183033691,183036799,183038002,	183015993,183016968,183017779,183019225,183021412,183033893,183036918,183038181,
RGD1562234	NM_001109187	2	+	183499182	183502085	183499192	183501901	2	183499182,183501769,	183499336,183502085,
S100vp	NM_176076	2	-	183734038	183737388	183734221	183736699	4	183734038,183736555,183736955,183737077,	183734356,183736705,183737003,183737388,
Pglyrp3	NM_001191961	2	+	184874938	184884692	184874963	184884692	7	184874938,184876847,184879159,184879922,184881304,184883734,184884513,	184875012,184877049,184879278,184880075,184881503,184883853,184884692,
Sprr3	NM_001107686	2	-	185436597	185437356	185436597	185437356	1	185436597,	185437356,
Ivl	NM_022195	2	-	185556270	185558310	185556270	185558310	2	185556270,185557332,	185557005,185558310,
Smcp	NM_031536	2	-	185570157	185575161	185570402	185570840	2	185570157,185575007,	185570860,185575161,
Lce1f	NM_001109188	2	-	185714947	185716534	185715171	185715540	2	185714947,185716482,	185715562,185716534,
Kprp	NM_001002290	2	-	185839395	185843694	185840068	185842168	2	185839395,185843680,	185842196,185843694,
Lce1l	NM_001109493	2	-	185872004	185873338	185872195	185872621	2	185872004,185873290,	185872643,185873338,
Lce1m	NM_001109500	2	-	186053049	186054252	186053313	186053823	2	186053049,186054208,	186053834,186054252,
S100a11	NM_001004095	2	+	186620359	186621911	186620359	186621911	2	186620359,186621755,	186620500,186621911,
S100a10	NM_031114	2	+	186645673	186654321	186651553	186654081	3	186645673,186651533,186653925,	186645698,186651685,186654321,
RGD1563667	NM_001100985	2	-	189212357	189286946	189212792	189213873	3	189212357,189214469,189286759,	189213907,189214624,189286946,
Them4	NM_001025017	2	+	189287024	189308334	189287102	189307374	6	189287024,189296543,189300757,189301738,189305782,189307333,	189287174,189296730,189300917,189301846,189305907,189308334,
C2cd4d	NM_001108558	2	+	189315150	189321030	189315294	189320721	5	189315150,189316279,189317386,189319159,189320670,	189315417,189316481,189317525,189319270,189321030,
Lingo4	NM_001109189	2	+	189349684	189376143	189371075	189375243	11	189349684,189356189,189359451,189359787,189361052,189361754,189362937,189363291,189363535,189368801,189373451,	189349867,189356331,189359537,189359918,189361535,189361876,189363070,189363399,189363646,189371140,189376143,
Tdrkh	NM_001014038	2	+	189384570	189406109	189398119	189405938	13	189384570,189398093,189398962,189399775,189400831,189401064,189403150,189403447,189403767,189404454,189404749,189405409,189405888,	189384660,189398243,189399069,189399965,189400971,189401386,189403311,189403620,189403832,189404606,189404851,189405506,189406109,
Oaz3	NM_001101018	2	-	189408566	189411500	189408685	189411489	5	189408566,189409602,189410104,189410890,189411322,	189408819,189409688,189410280,189411060,189411500,
mrpl9	NM_001007696	2	+	189417390	189422108	189417407	189421496	7	189417390,189417741,189418583,189418902,189420581,189421169,189421370,	189417551,189417898,189418708,189418953,189420683,189421253,189422108,
LOC100270669	NM_001144957	2	-	189437145	189445102	189437789	189445102	5	189437145,189437734,189438951,189444412,189445018,	189437258,189437860,189438998,189444489,189445102,
Celf3	NM_001109190	2	+	189451414	189465513	189452183	189462915	13	189451414,189453433,189458183,189458626,189458853,189459791,189460068,189460443,189461110,189461464,189461871,189462787,189464479,	189452328,189453516,189458232,189458755,189458933,189459935,189460210,189460593,189461176,189461626,189462015,189462924,189465513,
Snx27	NM_152847	2	-	189471253	189554249	189475740	189554129	12	189471253,189475853,189476538,189477129,189484543,189493719,189494867,189501480,189505905,189508465,189528075,189553824,	189475749,189475913,189476667,189477279,189484633,189493883,189494946,189501585,189505970,189508658,189528307,189554249,
Snx27	NM_001110151	2	-	189471253	189554249	189474922	189554129	12	189471253,189475853,189476538,189477129,189484543,189493719,189494867,189501480,189505905,189508465,189528075,189553824,	189474970,189475913,189476667,189477279,189484633,189493883,189494946,189501585,189505970,189508658,189528307,189554249,
Tuft1	NM_001108948	2	-	189595241	189621686	189596756	189621221	9	189595241,189597320,189598380,189599569,189603590,189604229,189609420,189621140,189621610,	189596820,189597421,189598464,189599675,189603685,189604358,189609534,189621242,189621686,
Pogz	NM_001107693	2	+	189748656	189776355	189748660	189774370	17	189748656,189754825,189756271,189758073,189758443,189763734,189764637,189765917,189768279,189768806,189770558,189770806,189771125,189771912,189772111,189772557,189772695,	189748784,189755001,189756380,189758364,189758653,189763841,189764975,189766072,189768380,189768953,189770693,189770976,189771266,189771969,189772224,189772582,189776355,
Psmb4	NM_031629	2	-	189778475	189781162	189778506	189781060	8	189778475,189778681,189779005,189779730,189780322,189780684,189781013,189781115,	189778519,189778770,189779122,189779812,189780469,189780891,189781103,189781162,
Selenbp1	NM_080892	2	-	189840449	189847640	189840653	189847640	11	189840449,189841026,189841282,189842107,189842327,189844460,189844875,189846266,189846945,189847325,189847581,	189840816,189841145,189841375,189842229,189842406,189844639,189845058,189846387,189847131,189847438,189847640,
Rfx5	NM_001107694	2	+	189855437	189862953	189856302	189860951	11	189855437,189856028,189856283,189856620,189856996,189857693,189857906,189858137,189858516,189859304,189859763,	189855518,189856055,189856415,189856654,189857079,189857813,189858026,189858219,189858718,189859408,189862953,
Pi4kb	NM_031083	2	+	189874612	189906640	189883291	189906233	13	189874612,189883263,189888525,189892375,189893415,189895382,189896200,189896475,189898602,189904513,189904913,189906051,189906577,	189874950,189884200,189888570,189892603,189893643,189895492,189896305,189896599,189898868,189904646,189905034,189906558,189906640,
Psmd4	NM_031331	2	-	189933160	189942421	189933280	189942350	9	189933160,189934034,189934384,189934791,189935165,189935449,189936054,189936870,189942324,	189933451,189934234,189934502,189935007,189935234,189935536,189936169,189937011,189942421,
Pip5k1a	NM_001042621	2	-	189962526	190005684	189964031	190005356	15	189962526,189964428,189967484,189968263,189969349,189969717,189971200,189972134,189974991,189976359,189976948,189978189,189981180,189984676,190005280,	189964034,189964474,189967614,189968410,189969434,189969766,189971284,189972340,189975291,189976512,189977066,189978320,189981261,189984708,190005684,
Vps72	NM_001107695	2	+	190012845	190024407	190012906	190024229	6	190012845,190018951,190019363,190020913,190022545,190023841,	190013023,190019104,190019478,190021090,190022690,190024407,
Tmod4	NM_001106449	2	+	190029954	190034759	190031010	190034657	10	190029954,190030970,190031336,190031921,190032814,190033058,190033272,190033731,190034046,190034634,	190030052,190031133,190031493,190032038,190032904,190033189,190033380,190033875,190034191,190034759,
Scnm1	NM_001107696	2	-	190035096	190039027	190035333	190038916	7	190035096,190035708,190037841,190038034,190038225,190038576,190038865,	190035433,190035903,190037930,190038129,190038314,190038647,190039027,
Lysmd1	NM_001024302	2	+	190039349	190044650	190039827	190043767	3	190039349,190042892,190043628,	190040007,190043257,190044650,
Tnfaip8l2	NM_001014039	2	-	190044646	190058739	190045119	190045674	3	190044646,190047384,190058579,	190045703,190047553,190058739,
Sema6c	NM_017308	2	+	190069488	190078845	190069522	190078490	18	190069488,190072248,190072654,190072854,190073209,190073494,190073785,190074011,190074365,190074839,190075231,190075563,190075973,190076385,190076545,190076748,190076995,190077459,	190069637,190072363,190072718,190072911,190073311,190073585,190073905,190074100,190074583,190074971,190075384,190075737,190076120,190076463,190076601,190076793,190077091,190078845,
Mllt11	NM_001013912	2	-	190127886	190137658	190128942	190129215	2	190127886,190137626,	190129221,190137658,
Cdc42se1	NM_001039044	2	+	190138390	190146015	190141460	190143354	5	190138390,190141197,190142015,190143279,190144135,	190138406,190141514,190142126,190143368,190146015,
RGD1359334	NM_001007638	2	-	190148107	190151701	190148219	190151616	2	190148107,190150596,	190148234,190151701,
Bnipl	NM_001128187	2	-	190151906	190161898	190152447	190161857	10	190151906,190153520,190153794,190155064,190155665,190156413,190159442,190160661,190161046,190161813,	190152484,190153619,190153881,190155196,190155768,190156596,190159667,190160726,190161142,190161898,
Prune	NM_001007697	2	-	190165355	190192807	190165431	190192551	8	190165355,190168759,190169989,190172441,190174468,190176310,190179275,190192512,	190165863,190168918,190170084,190172600,190174653,190176513,190179368,190192807,
Fam63a	NM_001025118	2	+	190198814	190206098	190198963	190205963	9	190198814,190201414,190201880,190202475,190202944,190203927,190205049,190205527,190205882,	190199458,190201472,190201945,190202634,190203047,190204070,190205241,190205680,190206098,
Cers2	NM_001033700	2	+	190224016	190232275	190228754	190231491	11	190224016,190228753,190229329,190229629,190229902,190230049,190230283,190230557,190230839,190231032,190231350,	190224110,190228927,190229447,190229748,190229960,190230100,190230376,190230686,190230946,190231186,190232275,
Arnt	NM_012780	2	+	190333977	190391015	190333984	190390996	22	190333977,190348327,190351122,190357490,190360574,190363459,190367145,190368715,190373069,190374166,190376898,190378122,190381299,190382395,190385269,190385550,190385950,190386245,190386733,190389294,190389991,190390906,	190334009,190348439,190351167,190357535,190360619,190363673,190367359,190368818,190373135,190374252,190376975,190378257,190381374,190382547,190385380,190385656,190386074,190386348,190386881,190389454,190390158,190391015,
Ctsk	NM_031560	2	+	190394853	190405668	190396406	190405314	8	190394853,190396405,190396979,190397182,190399286,190403234,190403591,190405214,	190394925,190396526,190397102,190397338,190399505,190403400,190403697,190405668,
Ctss	NM_017320	2	+	190422646	190466877	190425295	190466567	7	190422646,190425289,190432638,190454667,190456326,190459241,190466467,	190422659,190425408,190432767,190454901,190456492,190459344,190466877,
Hormad1	NM_001108949	2	+	190469108	190504779	190470620	190504394	15	190469108,190470603,190471770,190475365,190476254,190480277,190480771,190485297,190486031,190493648,190495323,190495472,190497143,190501450,190504313,	190469167,190470656,190471915,190475429,190476291,190480298,190480798,190485365,190486183,190493896,190495390,190495549,190497227,190501522,190504779,
Ecm1	NM_053882	2	-	190525155	190530323	190525248	190530216	11	190525155,190525789,190526183,190526831,190527478,190527994,190528380,190528560,190528770,190529014,190530146,	190525479,190525877,190526404,190527206,190527798,190528048,190528461,190528641,190528875,190529077,190530323,
Tars2	NM_001014040	2	-	190530781	190547829	190530971	190547814	18	190530781,190532018,190532819,190533046,190533291,190537913,190538159,190538643,190539818,190540372,190540814,190542492,190542782,190542948,190543596,190545341,190547292,190547733,	190531120,190532133,190532892,190533148,190533392,190537991,190538297,190538806,190540036,190540471,190540961,190542571,190542846,190543066,190543721,190545465,190547489,190547829,
Prpf3	NM_001108559	2	-	190617887	190642833	190618146	190640498	15	190617887,190621188,190621513,190622968,190623285,190623945,190627287,190630199,190630945,190634196,190634577,190635740,190638447,190640353,190642723,	190618217,190621272,190621632,190623082,190623385,190624089,190627367,190630366,190631252,190634417,190634661,190635887,190638578,190640546,190642833,
Mrps21	NM_001126094	2	-	190646135	190653151	190646247	190652923	2	190646135,190652840,	190646428,190653151,
RGD1566380	NM_001134593	2	-	190659554	190663895	190660684	190663165	7	190659554,190660684,190662067,190662261,190662604,190662820,190663799,	190659637,190661056,190662179,190662340,190662680,190663219,190663895,
